ID,artist,song,duration_ms,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
663,Beyoncé,Check On It (feat. Slim Thug),211186,FALSE,2006,45,0.7,0.887,-3.887,0.218,0.0805,0,0.376,0.883,166.104,"pop, R&B"
664,Keyshia Cole,Love,255333,FALSE,2005,72,0.688,0.519,-4.285,0.0283,0.064,0,0.1,0.318,116.714,"hip hop, pop, R&B"
665,Lily Allen,Smile,196893,TRUE,2006,68,0.632,0.639,-5.938,0.0259,0.00143,0,0.221,0.733,95.506,pop
666,Ne-Yo,Sexy Love,220853,FALSE,2006,67,0.693,0.516,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02,"pop, R&B"
667,JoJo,Too Little Too Late,223680,FALSE,2006,48,0.535,0.823,-5.338,0.0431,0.0113,3.88e-06,0.146,0.685,83.001,"hip hop, pop, R&B"
668,Mary J. Blige,One,260466,FALSE,2005,64,0.344,0.874,-3.161,0.0777,0.0841,0,0.129,0.269,185.888,"pop, R&B"
669,Bubba Sparxxx,Ms. New Booty,252653,TRUE,2005,62,0.64,0.62,-5.931,0.416,0.016,0,0.0831,0.609,129.37,"hip hop, pop, country"
670,Amy Winehouse,You Know I'm No Good,256946,FALSE,2006,63,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,R&B
671,Rascal Flatts,What Hurts The Most,214106,FALSE,2006,69,0.537,0.674,-5.134,0.0277,0.0088,0,0.265,0.33,136.002,country
672,Red Hot Chili Peppers,Dani California,282160,FALSE,2006,76,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,rock
673,Scissor Sisters,I Don't Feel Like Dancin',288360,FALSE,2006,63,0.707,0.923,-3.409,0.0276,0.0195,0,0.342,0.845,108.023,"pop, rock, Dance/Electronic"
674,Ne-Yo,So Sick,207186,FALSE,2006,75,0.452,0.574,-8.336,0.31,0.246,0,0.189,0.58,92.791,"pop, R&B"
675,Hinder,Lips Of An Angel,261053,FALSE,2019,35,0.474,0.744,-5.386,0.0341,0.0208,1.22e-06,0.209,0.238,129.005,"pop, rock, metal"
676,The Raconteurs,"Steady, As She Goes",215266,FALSE,2006,56,0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696,rock
677,The Fratellis,Chelsea Dagger,215306,FALSE,2006,68,0.511,0.815,-3.14,0.144,0.0491,0,0.0826,0.586,154.514,rock
678,Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),231866,TRUE,2005,42,0.684,0.819,-3.309,0.238,0.262,0.00197,0.113,0.25,179.999,"hip hop, pop, rock"
679,The Pussycat Dolls,Stickwitu,207506,FALSE,2005,67,0.548,0.554,-6.408,0.0587,0.283,0,0.0708,0.382,79.918,"pop, R&B"
680,Panic! At The Disco,I Write Sins Not Tragedies,185586,FALSE,2005,70,0.566,0.815,-4.481,0.14,0.0737,0,0.12,0.672,169.961,rock
681,James Blunt,Goodbye My Lover,258653,FALSE,2005,67,0.432,0.261,-12.591,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop
682,Christina Aguilera,Ain't No Other Man,228906,FALSE,2006,63,0.862,0.742,-4.722,0.222,0.00376,0.00855,0.103,0.511,127.91,pop
683,Westlife,The Rose,219106,FALSE,2006,0,0.272,0.203,-9.706,0.0294,0.784,0,0.0805,0.172,109.581,pop
684,Keane,Is It Any Wonder?,186173,FALSE,2006,59,0.489,0.955,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,pop
685,Orson,No Tomorrow,167493,FALSE,2006,46,0.656,0.624,-4.623,0.0691,0.0065,0,0.278,0.735,124.082,pop
686,T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),265333,TRUE,2005,0,0.731,0.368,-10.38,0.0688,0.00544,0,0.193,0.512,145.171,"hip hop, pop, R&B"
687,KT Tunstall,Black Horse And The Cherry Tree,172373,FALSE,2005,64,0.748,0.786,-7.788,0.0641,0.328,0,0.34,0.917,104.833,"World/Traditional, pop, Folk/Acoustic"
688,Natasha Bedingfield,Unwritten,259333,FALSE,2004,2,0.706,0.8,-6.333,0.0399,0.00584,0,0.0822,0.629,100.011,pop
689,Razorlight,America,249760,FALSE,2006,67,0.447,0.568,-4.975,0.0305,0.295,3.26e-06,0.355,0.149,90.933,"rock, pop"
690,James Morrison,You Give Me Something,213173,FALSE,2006,64,0.559,0.688,-6.496,0.114,0.216,0,0.0855,0.578,79.753,"pop, R&B"
691,Snow Patrol,You're All I Have,273333,FALSE,2006,35,0.467,0.921,-4.554,0.045,5.48e-05,0.0566,0.176,0.501,132.013,"World/Traditional, rock, pop"
692,The Fray,How to Save a Life,262533,FALSE,2005,79,0.64,0.743,-4.08,0.0379,0.269,0,0.101,0.361,122.035,pop
693,Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),151640,FALSE,2006,61,0.7,0.465,-6.815,0.358,0.544,0,0.606,0.719,108.102,"World/Traditional, pop"
694,My Chemical Romance,Welcome to the Black Parade,311106,FALSE,2006,76,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,rock
695,Razorlight,In The Morning,222453,FALSE,2006,59,0.616,0.855,-3.495,0.042,0.00379,0.000863,0.318,0.686,124.191,"rock, pop"
696,The All-American Rejects,Dirty Little Secret,193653,FALSE,2005,65,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,"rock, pop"
697,James Morrison,Wonderful World,210066,FALSE,2006,49,0.474,0.71,-4.606,0.029,0.0548,0,0.0974,0.591,78.969,"pop, R&B"
698,Chris Brown,Yo (Excuse Me Miss),229040,FALSE,2005,69,0.536,0.612,-5.847,0.272,0.119,0,0.209,0.57,86.768,"hip hop, pop, R&B"
699,P!nk,Who Knew,208493,FALSE,2006,0,0.688,0.734,-4.569,0.0274,0.00462,0,0.0756,0.46,140.004,pop
700,The Kooks,Naive,203506,FALSE,2006,73,0.391,0.808,-6.209,0.0892,0.0759,0,0.149,0.737,100.304,rock
701,Leona Lewis,Bleeding Love,262466,FALSE,2007,75,0.638,0.656,-5.886,0.0357,0.188,0,0.146,0.225,104.036,"pop, R&B"
702,Rihanna,Umbrella,275986,FALSE,2008,81,0.583,0.829,-4.603,0.134,0.00864,0,0.0426,0.575,174.028,"hip hop, pop, R&B"
703,Britney Spears,Gimme More,251240,FALSE,2007,79,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,pop
704,Fergie,Big Girls Don't Cry (Personal),268120,FALSE,2006,76,0.708,0.641,-4.296,0.0335,0.205,0,0.0945,0.253,113.082,"pop, R&B"
705,Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,FALSE,2007,0,0.698,0.844,-4.789,0.0544,0.00253,0.000426,0.124,0.896,105.828,pop
706,Plain White T's,Hey There Delilah,232533,FALSE,2005,78,0.656,0.291,-10.572,0.0293,0.872,0,0.114,0.298,103.971,pop
707,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,FALSE,2006,70,0.687,0.723,-4.751,0.0709,0.122,0.00102,0.573,0.432,76,pop
708,Gwen Stefani,The Sweet Escape,246466,FALSE,2006,71,0.756,0.77,-3.502,0.0343,0.191,0,0.178,0.73,119.961,"pop, R&B"
709,Timbaland,The Way I Are,179120,FALSE,2007,80,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,"hip hop, pop, R&B"
710,Nelly Furtado,Say It Right,223080,FALSE,2006,81,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,"hip hop, pop, latin"
711,Ida Corr,Let Me Think About It,151973,FALSE,2012,43,0.762,0.754,-3.425,0.046,0.00022,0.0665,0.146,0.715,129.026,set()
712,Alex Gaudino,Destination Calabria - Radio Edit,223111,FALSE,2007,73,0.627,0.954,-4.804,0.0425,0.0015,0.000814,0.292,0.312,128.016,Dance/Electronic
713,September,Cry for You,209800,FALSE,2007,65,0.767,0.881,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018,"pop, Dance/Electronic"
714,Akon,Smack That,212360,TRUE,2006,58,0.94,0.743,-5.166,0.0475,0.317,0,0.0909,0.932,118.988,pop
715,Timbaland,Give It To Me,234026,TRUE,2007,70,0.975,0.711,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621,"hip hop, pop, R&B"
716,50 Cent,Ayo Technology,247946,TRUE,2007,67,0.63,0.782,-5.44,0.132,0.0828,0,0.034,0.418,140.144,"hip hop, pop"
717,Eric Prydz,Proper Education - Radio Edit,198567,FALSE,2007,0,0.537,0.937,-4.543,0.0523,0.00102,0.035,0.0917,0.324,124.938,"pop, Dance/Electronic"
718,Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,150533,FALSE,2015,0,0.827,0.931,-4.474,0.202,0.0153,0.21,0.0992,0.491,127.995,"pop, Dance/Electronic"
719,Ciara,Like a Boy,237053,FALSE,2006,68,0.701,0.724,-5.751,0.145,0.267,0,0.0867,0.425,132.035,"pop, R&B"
720,Kanye West,Stronger,311866,TRUE,2007,54,0.617,0.717,-7.858,0.153,0.00564,0,0.408,0.49,103.992,hip hop
721,Beyoncé,Beautiful Liar,199853,FALSE,2007,64,0.764,0.751,-3.74,0.0703,0.00554,0.000237,0.164,0.418,91.977,"pop, R&B"
722,Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,237173,FALSE,2007,59,0.584,0.681,-5.084,0.0781,0.495,0,0.289,0.821,79.702,"hip hop, pop"
723,Akon,I Wanna Love You,247066,TRUE,2006,53,0.865,0.45,-9.387,0.0417,0.0359,1.28e-06,0.308,0.352,99.989,pop
724,Soulja Boy,Crank That (Soulja Boy),221933,FALSE,2007,74,0.736,0.74,-2.18,0.0786,0.515,0,0.0468,0.803,140.141,"hip hop, pop"
725,Fat Joe,Make It Rain,247413,TRUE,2006,59,0.744,0.697,-5.063,0.197,0.0106,0,0.0842,0.767,149.28,"hip hop, pop"
726,P!nk,U + Ur Hand,214386,TRUE,2006,0,0.709,0.891,-3.688,0.0528,0.00144,0,0.034,0.886,141.04,pop
727,Rihanna,Shut Up And Drive,212280,FALSE,2008,69,0.735,0.826,-4.902,0.0349,0.00101,0.129,0.197,0.74,132.964,"hip hop, pop, R&B"
728,Lloyd,Get It Shawty,209533,FALSE,2007,62,0.822,0.905,-4.032,0.241,0.123,0,0.0496,0.674,128.014,"hip hop, pop, R&B"
729,Kanye West,Can't Tell Me Nothing,271600,TRUE,2007,47,0.596,0.62,-6.133,0.039,0.0122,0,0.82,0.102,80.029,hip hop
730,Camille Jones,The Creeps - Fedde Le Grand Radio Mix,152333,FALSE,2006,17,0.847,0.861,-6.632,0.0603,0.278,0.029,0.0626,0.724,127.894,set()
731,Linkin Park,What I've Done,205613,FALSE,2007,77,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,"rock, metal"
732,Keyshia Cole,Last Night,255706,FALSE,2007,60,0.918,0.857,-5.032,0.0623,0.166,0.0003,0.0855,0.972,121.006,"hip hop, pop, R&B"
733,Chris Brown,Kiss Kiss (feat. T-Pain),250666,FALSE,2007,68,0.729,0.658,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,"hip hop, pop, R&B"
734,Shop Boyz,Party Like A Rock Star,253400,TRUE,2007,61,0.619,0.709,-4.633,0.0395,0.00541,0,0.507,0.68,144.972,"hip hop, pop"
735,Finger Eleven,Paralyzer,208106,FALSE,2007,73,0.644,0.939,-3.486,0.0456,0.157,0,0.233,0.861,106.031,"rock, metal"
736,Justin Timberlake,Summer Love,252973,FALSE,2006,66,0.606,0.591,-7.228,0.087,0.0756,0,0.328,0.477,95.802,pop
737,MiMS,This Is Why I'm Hot,253706,TRUE,2007,59,0.621,0.6,-6.349,0.576,0.277,0,0.495,0.485,80.021,"hip hop, pop"
738,Fabolous,Make Me Better,253573,TRUE,2007,62,0.607,0.599,-6.886,0.0995,0.33,0,0.199,0.562,86.491,"hip hop, pop, R&B"
739,Seether,Fake It,193893,TRUE,2007,73,0.611,0.95,-3.509,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,"rock, metal"
740,Take That,Patience,202066,FALSE,2006,64,0.309,0.783,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788,pop
741,Arctic Monkeys,Brianstorm,172866,FALSE,2007,67,0.42,0.974,-4.706,0.191,8.15e-05,0.00155,0.0871,0.463,165.182,rock
742,Justin Timberlake,My Love (feat. T.I.),276160,FALSE,2006,72,0.771,0.68,-5.881,0.224,0.277,1.18e-05,0.682,0.808,119.952,pop
743,Fergie,Glamorous,246600,TRUE,2006,64,0.811,0.757,-6.447,0.23,0.298,0,0.103,0.565,130.993,"pop, R&B"
744,Linkin Park,Bleed It Out,166373,TRUE,2007,73,0.529,0.967,-3.647,0.0508,0.114,0,0.61,0.596,140.127,"rock, metal"
745,My Chemical Romance,Teenagers,161920,FALSE,2006,80,0.463,0.857,-3.063,0.0632,0.0506,0,0.184,0.856,111.647,rock
746,Calvin Harris,Acceptable in the 80's,333680,FALSE,2007,57,0.787,0.808,-5.454,0.0511,0.0143,0.257,0.0466,0.942,127.99,"hip hop, pop, Dance/Electronic"
747,Sugababes,About You Now,212400,FALSE,2007,66,0.584,0.699,-6.065,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,"pop, R&B"
748,Avril Lavigne,Girlfriend,216600,TRUE,2007,75,0.56,0.959,-2.433,0.102,0.000722,0.000221,0.209,0.669,163.983,pop
749,Ne-Yo,Because Of You,266840,FALSE,2007,74,0.81,0.538,-5.784,0.0356,0.528,0,0.0951,0.828,109.97,"pop, R&B"
750,Daughtry,It's Not Over,215173,FALSE,2016,45,0.45,0.921,-3.476,0.0538,0.0467,0,0.311,0.413,145.959,"pop, rock, metal"
751,Unk,Walk It Out,173040,TRUE,2013,48,0.794,0.777,-3.696,0.0813,0.0982,0,0.202,0.706,160.022,"hip hop, pop"
752,Lloyd,You,273133,FALSE,2007,70,0.412,0.876,-6.008,0.47,0.102,0,0.297,0.703,130.159,"hip hop, pop, R&B"
753,Klaxons,Golden Skans,165120,FALSE,2007,65,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,rock
754,T-Pain,Bartender (feat. Akon),238800,TRUE,2007,3,0.675,0.394,-8.539,0.133,0.0611,0,0.214,0.405,104.987,"hip hop, pop, R&B"
755,Baby Boy Da Prince,The Way I Live - Main Explicit,324906,TRUE,2006,59,0.88,0.438,-7.562,0.248,0.0147,0,0.0907,0.714,90.02,"hip hop, pop"
756,Fergie,Fergalicious,292373,TRUE,2006,63,0.906,0.584,-7.72,0.316,0.0576,0,0.128,0.831,129.055,"pop, R&B"
757,Omarion,Ice Box,256426,FALSE,2006,57,0.775,0.731,-5.446,0.134,0.189,0,0.129,0.821,131.105,"hip hop, pop, R&B"
758,Pretty Ricky,On the Hotline - Amended Version,242586,FALSE,2007,57,0.704,0.854,-5.477,0.183,0.0185,0,0.148,0.688,92.988,"hip hop, pop, R&B"
759,Nickelback,Rockstar,252040,FALSE,2005,69,0.616,0.91,-3.004,0.0386,0.0459,0,0.343,0.693,144.072,"rock, metal"
760,Fall Out Boy,Thnks fr th Mmrs,203506,FALSE,2007,76,0.459,0.891,-5.057,0.0623,0.00511,0,0.106,0.588,154.837,rock
761,Justin Timberlake,LoveStoned / I Think She Knows (Interlude),444333,TRUE,2006,57,0.859,0.681,-6.247,0.0549,0.34,0.000161,0.213,0.852,121.243,pop
762,All Time Low,"Dear Maria, Count Me In",182826,FALSE,2007,76,0.459,0.895,-3.126,0.0805,0.00725,0,0.206,0.572,181.04,rock
763,Amy Winehouse,Back To Black,241293,TRUE,2006,76,0.403,0.422,-13.964,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,R&B
764,Keyshia Cole,Let It Go,238360,FALSE,2007,58,0.808,0.721,-5.165,0.213,0.197,0,0.205,0.773,94.955,"hip hop, pop, R&B"
765,Ciara,Promise,267413,FALSE,2006,56,0.697,0.629,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,"pop, R&B"
766,Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,FALSE,2007,45,0.753,0.759,-4.829,0.0487,0.0523,0,0.0263,0.706,114.999,"pop, latin"
767,T2,Heartbroken - Edit,178613,FALSE,2017,59,0.716,0.757,-5.438,0.0329,0.0258,0.00392,0.16,0.877,139.986,Dance/Electronic
768,Robyn,With Every Heartbeat,254920,FALSE,2005,36,0.477,0.865,-4.462,0.0395,0.00877,4.52e-05,0.271,0.413,120.872,"pop, Dance/Electronic"
769,Maroon 5,Makes Me Wonder,211080,TRUE,2007,62,0.803,0.851,-2.429,0.0357,0.00485,0.000358,0.0577,0.881,113.996,pop
770,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040,FALSE,2007,68,0.435,0.887,-4.07,0.0636,0.000747,0,0.0327,0.408,199.935,rock
771,Paramore,Misery Business,211520,FALSE,2007,72,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,"pop, rock"
772,Hinder,Better Than Me,223533,FALSE,2019,30,0.451,0.682,-5.295,0.029,0.205,0,0.175,0.254,139.913,"pop, rock, metal"
773,Huey,"Pop, Lock & Drop It - Video Edit",261026,FALSE,2006,52,0.723,0.644,-6.863,0.222,0.00308,0,0.352,0.645,144.09,"hip hop, pop"
774,Foo Fighters,The Pretender,269373,FALSE,2007,78,0.433,0.959,-4.04,0.0431,0.000917,0,0.028,0.365,172.984,"rock, metal"
775,Plies,Shawty (feat. T Pain),255413,TRUE,2007,61,0.444,0.708,-5.926,0.126,0.0419,0,0.0775,0.26,105.412,"hip hop, pop, R&B"
776,Kaiser Chiefs,Ruby,204200,FALSE,2007,67,0.451,0.939,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,rock
777,Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,FALSE,2007,46,0.626,0.906,-4.334,0.0403,0.00128,8.52e-06,0.137,0.346,118.035,pop
778,Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),238266,FALSE,2006,57,0.772,0.59,-6.957,0.183,0.0917,0,0.101,0.743,83.998,"hip hop, pop, R&B"
779,Jim Jones,We Fly High,236080,TRUE,2006,0,0.685,0.8,-6.564,0.298,0.0847,0,0.092,0.483,120.226,"hip hop, pop"
780,The Red Jumpsuit Apparatus,Face Down,192000,FALSE,2006,74,0.545,0.932,-2.189,0.0399,0.000665,0,0.127,0.464,92.956,pop
781,MIKA,Grace Kelly,187733,FALSE,2006,69,0.675,0.828,-5.799,0.0454,0.0242,0.0102,0.364,0.669,122.229,pop
782,Christina Aguilera,Candyman,194213,FALSE,2006,66,0.686,0.789,-4.713,0.23,0.0125,0.0147,0.142,0.72,172.976,pop
783,Sean Kingston,Beautiful Girls,225373,FALSE,2007,78,0.762,0.661,-6.075,0.0687,0.15,0,0.256,0.769,130.009,"hip hop, pop, R&B"
784,Akon,Don't Matter,293066,TRUE,2006,52,0.801,0.454,-6.035,0.0371,0.225,0,0.226,0.34,125.139,pop
785,James Blunt,1973,280026,FALSE,2007,68,0.72,0.668,-7.928,0.0269,0.0652,0.00664,0.0789,0.768,123.007,pop
786,Carrie Underwood,Before He Cheats,199946,FALSE,2005,76,0.519,0.749,-3.318,0.0405,0.271,0,0.119,0.29,147.905,"pop, country"
787,Just Jack,Starz In Their Eyes,295933,FALSE,2006,52,0.67,0.8,-6.731,0.0652,0.00184,0.000356,0.466,0.656,123.802,Dance/Electronic
788,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227960,FALSE,2007,2,0.451,0.55,-8.137,0.262,0.0108,0,0.0737,0.594,80.001,"hip hop, pop, R&B"
789,Bone Thugs-N-Harmony,I Tried,287480,TRUE,2007,61,0.727,0.71,-6.142,0.0742,0.0104,0,0.107,0.378,81.995,"hip hop, pop"
790,Avril Lavigne,When You're Gone,240493,FALSE,2007,68,0.457,0.719,-3.921,0.0323,0.191,0,0.228,0.168,142.034,pop
791,Rich Boy,Throw Some D's,263920,TRUE,2007,57,0.697,0.86,-5.181,0.43,0.0368,0,0.0721,0.433,160.895,"hip hop, pop"
792,MIKA,Love Today,235173,FALSE,2006,57,0.673,0.913,-4.981,0.0664,0.0304,0.00298,0.113,0.587,124.484,pop
793,Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),235693,FALSE,2007,53,0.344,0.921,-3.049,0.0459,0.00143,1.13e-05,0.38,0.396,126.766,"rock, pop"
794,Elliott Yamin,Wait for You,261320,FALSE,2007,58,0.764,0.487,-6.734,0.0281,0.25,0,0.184,0.352,116.027,set()
795,Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",241133,FALSE,2007,56,0.733,0.744,-3.51,0.0553,0.0772,0,0.341,0.529,92.515,set()
796,Boys Like Girls,The Great Escape,206520,FALSE,2007,62,0.423,0.94,-4.012,0.0635,0.00166,0,0.178,0.505,149.934,pop
797,Take That,Rule The World - Radio Edit,237760,FALSE,2007,58,0.357,0.774,-4.226,0.034,0.0376,0,0.348,0.348,164.054,pop
798,J. Holiday,Bed,275106,FALSE,2007,64,0.684,0.606,-7.268,0.0504,0.17,0,0.058,0.723,127.901,"hip hop, pop, R&B, Dance/Electronic"
799,Red Hot Chili Peppers,Snow (Hey Oh),334666,FALSE,2006,79,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,rock
800,Ludacris,Runaway Love,280680,TRUE,2006,51,0.405,0.721,-6.97,0.283,0.329,0,0.252,0.815,92.854,"hip hop, pop"
801,Flo Rida,Low (feat. T-Pain),231400,FALSE,2008,80,0.918,0.609,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,"hip hop, pop"
802,Katy Perry,I Kissed A Girl,179640,FALSE,2008,73,0.699,0.76,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,pop
803,Rihanna,Take A Bow,229413,FALSE,2008,74,0.697,0.467,-7.536,0.0715,0.248,0,0.0941,0.572,82.082,"hip hop, pop, R&B"
804,Alicia Keys,No One,253813,FALSE,2007,77,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,"pop, R&B"
805,Timbaland,Apologize,184400,FALSE,2007,74,0.653,0.604,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,"hip hop, pop, R&B"
806,Ne-Yo,Miss Independent,232000,FALSE,2008,71,0.668,0.673,-5.714,0.145,0.48,0,0.194,0.727,171.812,"pop, R&B"
807,Chris Brown,With You,252120,FALSE,2007,70,0.662,0.693,-4.298,0.0698,0.134,0,0.145,0.655,86.009,"hip hop, pop, R&B"
808,Beyoncé,If I Were a Boy,249146,FALSE,2008,66,0.632,0.518,-6.126,0.0313,0.107,0,0.354,0.427,90.007,"pop, R&B"
809,Kardinal Offishall,Dangerous,246053,TRUE,2008,75,0.949,0.79,-5.957,0.0756,0.00437,0,0.0816,0.807,117.002,"hip hop, pop, R&B"
810,Madcon,Beggin (original version),216146,FALSE,2007,70,0.715,0.8,-5.144,0.057,0.0271,0,0.0648,0.445,129.023,"hip hop, pop"
811,September,Cry for You,209800,FALSE,2007,65,0.767,0.881,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018,"pop, Dance/Electronic"
812,Rihanna,Disturbia,238626,FALSE,2008,76,0.707,0.813,-4.515,0.0571,0.0863,0,0.168,0.722,124.921,"hip hop, pop, R&B"
813,Guru Josh Project,Infinity 2008,190013,FALSE,2011,1,0.493,0.849,-6.139,0.0576,0.000337,0.00672,0.355,0.483,127.999,hip hop
814,Britney Spears,Break the Ice,196053,FALSE,2007,61,0.712,0.911,-3.866,0.0445,0.689,8.02e-06,0.107,0.85,117.533,pop
815,Lil Wayne,Lollipop,299333,TRUE,2008,69,0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,"hip hop, pop"
816,Basshunter,Now You're Gone - Video Edit,148186,FALSE,2008,63,0.639,0.976,-5.503,0.354,0.0213,0,0.0856,0.354,147.99,pop
817,Kanye West,Flashing Lights,237506,TRUE,2007,52,0.639,0.628,-7.578,0.0399,0.0381,0,0.386,0.43,90.482,hip hop
818,Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693,FALSE,2009,71,0.753,0.931,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,pop
819,Katy Perry,Hot N Cold,220226,FALSE,2008,73,0.706,0.841,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,pop
820,Rihanna,Don't Stop The Music,267080,FALSE,2008,77,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,"hip hop, pop, R&B"
821,Snoop Dogg,Sensual Seduction,245520,FALSE,2007,56,0.756,0.829,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,"hip hop, pop"
822,Akon,Right Now (Na Na Na),240746,FALSE,2008,69,0.83,0.857,-4.194,0.152,0.262,0,0.413,0.607,137.982,pop
823,Britney Spears,Womanizer,224400,FALSE,2008,76,0.724,0.695,-5.226,0.0622,0.073,0,0.0889,0.235,139,pop
824,Eric Prydz,Pjanoo - Radio Edit,157432,FALSE,2008,65,0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99,"pop, Dance/Electronic"
825,Kelly Rowland,Work,207920,FALSE,2010,34,0.888,0.823,-6.351,0.0538,0.00499,0,0.291,0.623,102.757,"hip hop, pop, R&B"
826,Jeezy,Put On,321293,TRUE,2008,69,0.654,0.77,-6.091,0.0353,0.00342,0,0.0887,0.272,137.616,"hip hop, pop"
827,Madonna,Give It 2 Me,287906,FALSE,2008,57,0.837,0.954,-3.512,0.0414,0.0933,0.000405,0.143,0.972,127.019,pop
828,The Pussycat Dolls,When I Grow Up,245680,FALSE,2008,72,0.671,0.685,-5.762,0.05,0.00165,0,0.398,0.368,118.449,"pop, R&B"
829,will.i.am,Heartbreaker,327880,TRUE,2007,46,0.788,0.549,-8.793,0.0732,0.0352,0.127,0.147,0.449,120.051,"hip hop, pop"
830,Soulja Boy,Crank That (Soulja Boy),221933,FALSE,2007,74,0.736,0.74,-2.18,0.0786,0.515,0,0.0468,0.803,140.141,"hip hop, pop"
831,Britney Spears,Piece of Me,212106,FALSE,2007,64,0.769,0.638,-5.054,0.216,0.0902,0,0.0857,0.782,115.007,pop
832,T.I.,Live Your Life,338853,TRUE,2008,75,0.375,0.862,-3.363,0.255,0.071,0,0.211,0.478,159.841,"hip hop, pop"
833,Ne-Yo,Closer,234360,FALSE,2008,65,0.709,0.745,-6.437,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,"pop, R&B"
834,Lil Wayne,A Milli,221840,TRUE,2008,69,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,"hip hop, pop"
835,Colby O'Donis,What You Got,243013,FALSE,2008,61,0.775,0.641,-6.718,0.038,0.0327,0,0.18,0.305,119.974,"hip hop, pop, R&B"
836,Miley Cyrus,See You Again,190453,FALSE,2007,0,0.692,0.911,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.975,pop
837,Basshunter,All I Ever Wanted - Radio Edit,176453,FALSE,2008,65,0.645,0.984,-7.051,0.0508,0.164,0.00701,0.164,0.553,144.954,pop
838,Chris Brown,Kiss Kiss (feat. T-Pain),250666,FALSE,2007,68,0.729,0.658,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,"hip hop, pop, R&B"
839,Finger Eleven,Paralyzer,208106,FALSE,2007,73,0.644,0.939,-3.486,0.0456,0.157,0,0.233,0.861,106.031,"rock, metal"
840,Alesha Dixon,The Boy Does Nothing,210680,FALSE,2008,51,0.632,0.972,-2.423,0.121,0.121,7.74e-05,0.0317,0.845,87,pop
